,team,year,win,loss,off_yards_play,points_per_game,yards_play_allowed,avg_points_per_game_allowed,x3rd_percent,opponent_3rd_percent,x4th_percent,opponent_4th_percent,avg_turnover_margin_per_game,avg_yard_per_kickoff_return,avg_yards_per_punt_return,avg_yards_allowed_per_punt_return
119,Virginia,2017,6,7,4.9,22.5,5.4,28.4,0.392,0.367,0.393,0.577,-0.08,0.0,12.84,12.84
120,Virginia Tech,2017,9,4,5.39,28.2,5.06,14.8,0.408,0.262,0.423,0.435,0.38,0.0,3.92,3.92
121,Wake Forest,2017,8,5,6.29,35.3,5.56,28.3,0.397,0.398,0.6,0.515,0.62,0.0,9.61,9.61
122,Washington,2017,10,3,6.42,36.2,4.42,16.1,0.454,0.378,0.5,0.65,1.0,0.0,5.27,5.27
123,Washington St.,2017,9,4,5.56,30.3,5.13,25.8,0.426,0.285,0.556,0.421,-0.23,0.0,2.89,2.89
124,West Virginia,2017,7,6,6.35,34.5,6.14,31.5,0.335,0.333,0.762,0.72,-0.54,0.0,11.15,11.15
125,Western Ky.,2017,6,7,5.32,25.5,5.52,26.8,0.44,0.435,0.407,0.5,-0.62,0.0,6.0,6.0
126,Western Mich.,2017,6,6,5.46,33.9,5.64,29.0,0.395,0.381,0.6,0.625,0.67,0.0,3.92,3.92
127,Wisconsin,2017,13,1,6.09,33.8,4.42,13.9,0.486,0.291,0.667,0.647,0.36,0.0,7.33,7.33
128,Wyoming,2017,8,5,4.68,23.5,4.67,17.5,0.331,0.366,0.643,0.577,1.85,0.0,4.72,4.72
0,Air Force,2018,5,7,5.64,30.3,5.92,25.8,0.414,0.418,0.6,0.444,-0.08,0.0,15.27,15.27
1,Akron,2018,4,8,4.62,18.9,5.19,27.2,0.29,0.37,0.294,0.5,-0.42,0.0,6.09,6.09
2,Alabama,2018,14,1,7.76,45.6,4.89,18.1,0.521,0.342,0.467,0.458,0.4,0.0,2.67,2.67
3,Appalachian St.,2018,11,2,6.52,37.3,4.43,15.5,0.42,0.317,0.591,0.273,0.46,0.0,3.88,3.88
4,Arizona,2018,5,7,6.23,31.3,5.73,32.6,0.436,0.411,0.5,0.607,-0.33,0.0,7.38,7.38
5,Arizona St.,2018,7,6,6.03,29.9,5.71,25.5,0.417,0.416,0.765,0.643,0.77,0.0,13.55,13.55
6,Arkansas,2018,2,10,4.97,21.7,6.0,34.8,0.31,0.383,0.357,0.467,-0.83,2.0,11.61,11.61
7,Arkansas St.,2018,8,5,6.18,30.3,5.57,25.6,0.4,0.358,0.533,0.5,0.31,0.0,-1.88,-1.88
8,Army West Point,2018,11,2,5.53,32.8,5.58,17.7,0.571,0.266,0.861,0.5,0.77,0.0,7.29,7.29
9,Auburn,2018,8,5,5.67,30.9,5.15,19.2,0.369,0.347,0.5,0.381,0.69,0.0,3.36,3.36
10,Ball St.,2018,4,8,5.31,24.2,5.92,32.4,0.426,0.428,0.6,0.5,-0.33,0.0,10.06,10.06
11,Baylor,2018,7,6,6.04,29.5,6.49,31.7,0.435,0.441,0.591,0.533,-0.69,0.0,8.73,8.73
12,Boise St.,2018,10,3,6.1,35.4,5.64,22.1,0.525,0.311,0.609,0.609,0.85,0.0,15.0,15.0
13,Boston College,2018,7,5,5.42,32.0,5.17,25.7,0.339,0.374,0.5,0.5,0.58,0.0,9.77,9.77
14,Bowling Green,2018,3,9,5.19,24.3,6.45,40.0,0.39,0.449,0.5,0.72,-0.67,0.0,1.3,1.3
15,Buffalo,2018,10,4,5.78,34.6,5.24,25.9,0.424,0.374,0.594,0.656,0.29,0.0,6.0,6.0
16,BYU,2018,7,6,5.54,27.2,4.73,21.4,0.369,0.374,0.45,0.583,0.08,0.0,4.0,4.0
17,California,2018,7,6,4.91,21.5,4.59,20.4,0.354,0.347,0.63,0.545,-0.23,0.0,8.96,8.96
18,Central Mich.,2018,1,11,3.78,15.0,4.96,27.3,0.291,0.393,0.462,0.438,-0.42,0.0,8.52,8.52
19,Charlotte,2018,5,7,4.96,21.7,5.78,26.6,0.421,0.373,0.316,0.294,0.08,1.0,14.5,14.5
20,Cincinnati,2018,11,2,6.12,34.9,4.7,17.2,0.487,0.284,0.478,0.308,0.0,0.0,4.96,4.96
21,Clemson,2018,15,0,7.35,44.3,4.19,13.1,0.46,0.285,0.579,0.357,0.47,1.0,7.12,7.12
22,Coastal Caro.,2018,5,7,5.84,26.7,7.3,33.2,0.422,0.455,0.688,0.471,-0.5,1.0,8.82,8.82
23,Colorado,2018,5,7,5.4,27.1,5.24,27.3,0.361,0.366,0.391,0.545,-0.33,0.0,4.68,4.68
24,Colorado St.,2018,3,9,5.52,22.8,6.8,36.8,0.429,0.393,0.529,0.5,-0.83,1.0,18.1,18.1
25,Duke,2018,8,5,5.52,29.4,5.51,27.4,0.424,0.4,0.429,0.44,-0.54,0.0,8.69,8.69
26,East Carolina,2018,3,9,5.0,22.8,6.14,37.3,0.362,0.389,0.542,0.563,-1.17,0.0,10.7,10.7
27,Eastern Mich.,2018,7,6,5.5,27.0,4.99,22.1,0.331,0.375,0.481,0.414,0.77,0.0,9.88,9.88
28,FIU,2018,9,4,6.38,34.6,5.66,25.2,0.468,0.402,0.652,0.652,0.69,0.0,11.4,11.4
29,Fla. Atlantic,2018,5,7,6.18,31.1,5.94,31.8,0.331,0.417,0.545,0.4,-0.58,0.0,10.14,10.14
30,Florida,2018,10,3,6.23,35.0,5.12,20.0,0.416,0.374,0.55,0.391,0.92,0.0,8.56,8.56
31,Florida St.,2018,5,7,5.12,21.9,5.24,31.5,0.291,0.365,0.5,0.393,-0.92,0.0,11.03,11.03
32,Fresno St.,2018,12,2,6.27,34.6,4.72,14.1,0.446,0.34,0.7,0.519,0.86,0.0,3.5,3.5
33,Ga. Southern,2018,10,3,5.91,30.5,5.45,21.5,0.389,0.385,0.5,0.69,1.69,0.0,5.27,5.27
34,Georgia,2018,11,3,7.05,37.9,4.94,19.2,0.475,0.34,0.615,0.481,0.21,1.0,12.8,12.8
35,Georgia St.,2018,2,10,5.57,23.9,7.73,37.4,0.404,0.493,0.607,0.778,-0.67,0.0,8.57,8.57
36,Georgia Tech,2018,7,6,6.1,33.6,5.97,29.3,0.439,0.507,0.529,0.6,0.62,2.0,6.0,6.0
37,Hawaii,2018,8,6,6.1,30.8,6.3,35.1,0.331,0.424,0.579,0.643,-0.64,0.0,4.52,4.52
38,Houston,2018,8,5,6.6,43.9,5.94,37.2,0.459,0.464,0.5,0.5,0.38,0.0,8.37,8.37
39,Illinois,2018,4,8,5.97,26.0,7.04,39.4,0.345,0.446,0.571,0.588,-0.33,1.0,10.68,10.68
40,Indiana,2018,5,7,5.48,26.4,6.0,29.9,0.424,0.42,0.483,0.737,0.42,0.0,3.8,3.8
41,Iowa,2018,9,4,5.44,31.2,4.56,17.8,0.435,0.343,0.68,0.44,0.69,0.0,4.48,4.48
42,Iowa St.,2018,8,5,5.82,26.8,5.05,22.9,0.396,0.418,0.556,0.5,-0.23,0.0,5.33,5.33
43,Kansas,2018,3,9,5.17,23.8,6.06,30.0,0.391,0.456,0.368,0.444,1.33,0.0,6.37,6.37
44,Kansas St.,2018,5,7,5.19,22.5,5.95,25.4,0.385,0.448,0.45,0.375,0.17,0.0,11.57,11.57
45,Kent St.,2018,2,10,5.04,23.9,6.26,36.7,0.342,0.404,0.538,0.484,-0.08,0.0,14.92,14.92
46,Kentucky,2018,10,3,5.64,26.6,5.24,16.8,0.398,0.382,0.6,0.368,0.15,0.0,11.8,11.8
47,La.-Monroe,2018,6,6,6.21,26.6,6.31,31.8,0.409,0.431,0.563,0.583,-1.0,0.0,11.29,11.29
48,Louisiana,2018,7,7,6.59,31.9,6.32,34.2,0.47,0.452,0.421,0.724,-0.14,1.0,11.5,11.5
49,Louisiana Tech,2018,8,5,5.43,24.7,5.04,23.0,0.403,0.353,0.55,0.68,0.23,0.0,8.43,8.43
50,Louisville,2018,2,10,5.31,19.8,6.88,44.1,0.355,0.519,0.364,0.667,-1.0,1.0,9.96,9.96
51,LSU,2018,10,3,5.5,32.4,4.81,21.8,0.4,0.354,0.75,0.522,0.92,0.0,4.92,4.92
52,Marshall,2018,9,4,5.64,28.2,4.82,21.8,0.402,0.317,0.647,0.44,0.0,0.0,8.16,8.16
53,Maryland,2018,5,7,6.12,28.5,5.56,28.7,0.4,0.391,0.7,0.65,0.75,0.0,9.09,9.09
54,Massachusetts,2018,4,8,6.4,32.8,6.88,42.9,0.367,0.424,0.481,0.5,-0.33,0.0,9.63,9.63
55,Memphis,2018,8,6,7.12,42.9,5.61,31.9,0.471,0.396,0.647,0.559,0.29,0.0,9.4,9.4
56,Miami,2018,7,6,5.59,28.8,4.3,19.5,0.407,0.253,0.435,0.429,-0.08,0.0,10.05,10.05
57,Miami,2018,6,6,5.46,28.1,5.24,25.5,0.374,0.399,0.607,0.667,0.5,0.0,11.31,11.31
58,Michigan,2018,10,3,6.09,35.2,4.58,19.4,0.486,0.337,0.474,0.524,0.38,1.0,9.79,9.79
59,Michigan St.,2018,7,6,4.62,18.7,4.54,17.2,0.335,0.302,0.333,0.353,0.08,0.0,5.39,5.39
60,Middle Tenn.,2018,8,6,5.55,28.0,5.48,26.7,0.378,0.454,0.531,0.37,0.36,0.0,12.33,12.33
61,Minnesota,2018,7,6,5.67,28.9,5.93,26.5,0.398,0.369,0.5,0.625,-0.31,0.0,1.11,1.11
62,Mississippi St.,2018,8,5,6.17,28.5,4.13,13.2,0.415,0.266,0.353,0.348,0.54,0.0,7.43,7.43
63,Missouri,2018,8,5,6.24,36.6,5.68,25.5,0.464,0.342,0.533,0.28,0.08,0.0,10.08,10.08
64,Navy,2018,3,10,5.27,25.0,6.52,33.5,0.38,0.465,0.611,0.724,0.31,1.0,9.4,9.4
65,NC State,2018,9,4,6.06,33.8,5.94,24.9,0.473,0.333,0.588,0.5,0.08,0.0,6.88,6.88
66,Nebraska,2018,4,8,6.31,30.0,5.81,31.3,0.372,0.432,0.45,0.579,-0.17,0.0,11.28,11.28
67,Nevada,2018,8,5,6.03,31.1,5.25,26.9,0.324,0.305,0.533,0.485,-0.46,1.0,4.64,4.64
68,New Mexico,2018,3,9,5.0,26.6,6.32,36.2,0.373,0.433,0.333,0.563,-0.33,0.0,7.52,7.52
69,New Mexico St.,2018,3,9,4.99,25.3,5.94,41.3,0.362,0.464,0.476,0.615,-0.67,1.0,15.48,15.48
70,North Carolina,2018,2,9,5.95,27.4,5.98,34.5,0.345,0.438,0.476,0.5,-0.55,0.0,3.5,3.5
71,North Texas,2018,9,4,6.2,34.6,5.32,24.2,0.373,0.35,0.417,0.45,0.38,0.0,9.1,9.1
72,Northern Ill.,2018,8,6,4.52,20.1,4.78,22.6,0.36,0.389,0.385,0.5,-0.07,0.0,5.53,5.53
73,Northwestern,2018,9,5,4.74,24.2,5.57,23.2,0.387,0.366,0.375,0.348,0.5,0.0,5.95,5.95
74,Notre Dame,2018,12,1,6.0,31.4,4.72,18.2,0.43,0.389,0.64,0.52,0.31,2.0,8.28,8.28
75,Ohio,2018,9,4,7.0,40.1,6.09,24.6,0.487,0.438,0.692,0.467,1.0,0.0,6.33,6.33
76,Ohio St.,2018,13,1,6.63,42.4,5.77,25.5,0.466,0.327,0.667,0.474,0.43,0.0,3.31,3.31
77,Oklahoma,2018,12,2,8.6,48.4,6.13,33.3,0.507,0.464,0.688,0.667,-0.14,1.0,3.5,3.5
78,Oklahoma St.,2018,7,6,6.43,38.4,6.04,32.5,0.448,0.376,0.625,0.526,-0.69,0.0,7.05,7.05
79,Old Dominion,2018,4,8,5.67,30.8,6.24,35.9,0.368,0.4,0.567,0.467,-0.5,1.0,4.27,4.27
80,Ole Miss,2018,5,7,7.12,33.9,6.32,36.2,0.353,0.405,0.5,0.522,0.08,1.0,15.0,15.0
81,Oregon,2018,9,4,5.86,34.8,5.25,25.4,0.429,0.371,0.607,0.4,0.38,0.0,7.36,7.36
82,Oregon St.,2018,2,10,5.31,26.1,7.42,45.7,0.364,0.5,0.694,0.636,-0.83,0.0,5.85,5.85
83,Penn St.,2018,9,4,6.11,33.8,4.72,20.5,0.371,0.336,0.529,0.423,-0.08,1.0,8.57,8.57
84,Pittsburgh,2018,7,7,5.84,25.6,5.84,27.8,0.366,0.4,0.474,0.52,0.14,0.0,7.16,7.16
85,Purdue,2018,6,7,6.35,30.5,5.99,30.0,0.387,0.364,0.526,0.56,-0.38,0.0,5.47,5.47
86,Rice,2018,2,11,4.82,18.9,6.89,36.0,0.287,0.42,0.6,0.462,-0.31,0.0,8.47,8.47
87,Rutgers,2018,1,11,4.14,13.5,5.7,31.4,0.324,0.486,0.474,0.5,-1.17,0.0,6.08,6.08
88,San Diego St.,2018,7,6,5.46,20.6,5.09,22.2,0.35,0.415,0.556,0.467,-0.23,0.0,5.96,5.96
89,San Jose St.,2018,1,11,4.82,21.3,6.22,36.6,0.328,0.411,0.286,0.69,0.08,0.0,10.24,10.24
90,SMU,2018,5,7,5.35,30.4,5.54,35.3,0.33,0.477,0.588,0.667,0.58,2.0,9.76,9.76
91,South Alabama,2018,3,9,5.26,24.2,6.7,38.8,0.35,0.374,0.615,0.476,-0.33,0.0,10.72,10.72
92,South Carolina,2018,7,6,6.24,30.1,5.57,27.2,0.423,0.39,0.4,0.55,-0.38,0.0,7.67,7.67
93,South Fla.,2018,7,6,6.0,28.5,5.84,32.0,0.374,0.414,0.6,0.565,-0.08,0.0,10.17,10.17
94,Southern California,2018,5,7,5.78,26.1,5.36,27.0,0.371,0.399,0.529,0.619,-0.83,0.0,10.47,10.47
95,Southern Miss.,2018,6,5,5.13,26.2,4.56,19.8,0.359,0.344,0.444,0.714,-0.09,0.0,3.13,3.13
96,Stanford,2018,9,4,6.13,28.4,5.66,22.9,0.394,0.377,0.667,0.548,0.23,1.0,5.43,5.43
97,Syracuse,2018,10,3,5.68,40.2,5.83,27.0,0.398,0.286,0.556,0.44,1.0,0.0,9.88,9.88
98,TCU,2018,7,6,5.29,23.5,4.85,23.1,0.368,0.315,0.375,0.48,-0.38,0.0,4.86,4.86
99,Temple,2018,8,5,5.68,34.9,4.67,27.1,0.389,0.421,0.481,0.571,0.46,0.0,10.59,10.59
100,Tennessee,2018,5,7,5.46,22.8,5.67,27.9,0.382,0.39,0.455,0.538,-0.08,0.0,2.0,2.0
101,Texas,2018,10,4,5.51,31.1,5.6,25.9,0.464,0.443,0.8,0.545,0.64,0.0,8.71,8.71
102,Texas A&M,2018,9,4,6.26,36.0,5.77,25.3,0.412,0.302,0.5,0.5,-0.54,0.0,6.29,6.29
103,Texas St.,2018,3,9,5.09,19.8,5.3,27.7,0.319,0.39,0.467,0.591,-0.42,0.0,7.65,7.65
104,Texas Tech,2018,5,7,5.99,37.3,5.95,31.1,0.473,0.377,0.611,0.381,-0.33,1.0,6.17,6.17
105,Toledo,2018,7,6,6.22,40.4,5.84,30.5,0.369,0.344,0.45,0.435,0.23,0.0,11.0,11.0
106,Troy,2018,10,3,5.91,30.7,5.05,22.0,0.381,0.387,0.478,0.65,0.77,0.0,6.0,6.0
107,Tulane,2018,7,6,5.77,26.8,5.56,27.5,0.354,0.337,0.357,0.483,-0.08,0.0,9.42,9.42
108,Tulsa,2018,3,9,5.04,24.1,5.63,29.6,0.43,0.458,0.581,0.364,-0.33,0.0,10.65,10.65
109,UAB,2018,11,3,5.9,29.9,4.79,17.0,0.447,0.26,0.385,0.318,0.0,0.0,8.88,8.88
110,UCF,2018,12,1,6.89,43.2,5.47,22.7,0.503,0.419,0.6,0.433,1.08,0.0,9.54,9.54
111,UCLA,2018,3,9,5.52,24.6,5.99,34.1,0.377,0.48,0.538,0.526,0.08,0.0,17.11,17.11
112,UConn,2018,1,11,5.34,22.2,8.81,50.4,0.424,0.5,0.542,0.684,-1.42,1.0,10.38,10.38
113,UNLV,2018,4,8,5.26,28.8,6.47,37.3,0.374,0.411,0.548,0.688,0.08,0.0,8.3,8.3
114,Utah,2018,9,5,5.71,28.1,4.62,19.4,0.377,0.333,0.55,0.452,-0.36,0.0,5.46,5.46
115,Utah St.,2018,11,2,6.84,47.5,5.0,22.2,0.473,0.33,0.6,0.419,1.08,0.0,13.0,13.0
116,UTEP,2018,1,11,4.92,17.7,5.94,32.8,0.354,0.369,0.333,0.556,-1.42,0.0,5.6,5.6
117,UTSA,2018,3,9,3.91,14.2,6.41,31.2,0.326,0.404,0.5,0.611,0.08,0.0,6.67,6.67
118,Vanderbilt,2018,6,7,6.29,28.5,6.14,26.6,0.368,0.456,0.5,0.632,0.62,0.0,8.13,8.13
119,Virginia,2018,8,5,5.84,28.5,5.27,20.1,0.491,0.403,0.615,0.435,0.15,1.0,3.21,3.21
120,Virginia Tech,2018,6,7,5.87,29.8,6.39,31.0,0.373,0.388,0.556,0.474,0.23,0.0,10.0,10.0
121,Wake Forest,2018,7,6,5.48,32.8,5.87,33.3,0.419,0.422,0.577,0.519,-0.23,1.0,9.52,9.52
122,Washington,2018,10,4,5.99,26.4,4.67,16.4,0.454,0.379,0.524,0.565,0.21,0.0,10.2,10.2
123,Washington St.,2018,11,2,6.13,37.5,5.58,23.3,0.434,0.36,0.692,0.714,0.62,0.0,7.92,7.92
124,West Virginia,2018,8,4,7.07,40.3,5.81,27.2,0.436,0.361,0.563,0.632,0.58,0.0,7.67,7.67
125,Western Ky.,2018,3,9,5.02,21.1,5.87,27.8,0.389,0.372,0.375,0.545,0.17,0.0,10.29,10.29
126,Western Mich.,2018,7,6,5.9,32.0,6.18,34.5,0.365,0.348,0.588,0.5,0.08,1.0,7.85,7.85
127,Wisconsin,2018,8,5,6.4,29.7,5.5,22.6,0.413,0.376,0.417,0.538,0.08,0.0,11.24,11.24
128,Wyoming,2018,6,6,5.15,20.7,4.78,22.0,0.368,0.392,0.333,0.688,0.33,1.0,6.48,6.48
0,Air Force,2019,11,2,6.22,34.1,5.53,19.8,0.535,0.405,0.762,0.464,-0.15,0.0,5.43,5.43
1,Akron,2019,0,12,4.02,10.5,5.7,36.3,0.264,0.53,0.318,0.533,-1.25,0.0,5.61,5.61
2,Alabama,2019,11,2,7.89,47.2,4.81,18.6,0.523,0.357,0.684,0.368,1.38,0.0,9.18,9.18
3,Appalachian St.,2019,13,1,6.26,38.8,5.01,20.0,0.445,0.307,0.813,0.577,1.07,0.0,3.65,3.65
4,Arizona,2019,4,8,6.05,26.9,6.36,35.8,0.441,0.47,0.65,0.333,-0.25,0.0,8.0,8.0
5,Arizona St.,2019,8,5,5.74,24.8,5.51,22.4,0.385,0.411,0.563,0.542,1.08,0.0,7.7,7.7
6,Arkansas,2019,2,10,5.21,21.4,6.54,36.8,0.333,0.455,0.4,0.563,-0.42,0.0,4.5,4.5
7,Arkansas St.,2019,8,5,6.17,33.7,6.11,34.2,0.404,0.379,0.565,0.556,-0.23,1.0,8.62,8.62
8,Army West Point,2019,5,8,5.67,28.5,5.64,23.0,0.452,0.448,0.667,0.5,-0.08,0.0,4.11,4.11
9,Auburn,2019,9,4,5.58,33.2,4.84,19.5,0.405,0.299,0.467,0.4,0.46,1.0,17.29,17.29
10,Ball St.,2019,5,7,6.11,34.8,5.82,31.4,0.413,0.411,0.522,0.476,0.67,0.0,15.15,15.15
11,Baylor,2019,11,3,6.22,33.6,4.89,19.8,0.417,0.388,0.4,0.577,0.79,1.0,6.0,6.0
12,Boise St.,2019,12,2,6.05,34.7,5.22,21.9,0.477,0.389,0.588,0.379,0.0,0.0,5.93,5.93
13,Boston College,2019,6,7,5.79,29.0,6.33,32.2,0.43,0.464,0.542,0.682,0.38,0.0,5.52,5.52
14,Bowling Green,2019,3,9,4.56,16.0,7.03,38.6,0.332,0.442,0.219,0.471,-0.5,0.0,6.82,6.82
15,Buffalo,2019,8,5,5.39,31.5,4.87,21.3,0.448,0.337,0.64,0.424,0.62,0.0,11.0,11.0
16,BYU,2019,7,6,6.18,28.5,5.6,25.5,0.425,0.404,0.368,0.476,0.08,0.0,11.5,11.5
17,California,2019,8,5,5.08,21.2,5.37,21.9,0.376,0.405,0.375,0.571,0.23,0.0,8.05,8.05
18,Central Mich.,2019,8,6,6.08,30.4,5.42,28.3,0.405,0.337,0.567,0.375,-0.79,0.0,9.38,9.38
19,Charlotte,2019,7,6,6.35,29.8,6.01,32.4,0.413,0.417,0.565,0.789,-0.31,2.0,12.53,12.53
20,Cincinnati,2019,11,3,5.5,29.6,5.13,20.6,0.434,0.382,0.647,0.263,0.43,1.0,4.94,4.94
21,Clemson,2019,14,1,7.38,43.9,4.46,13.5,0.442,0.309,0.5,0.435,1.0,0.0,7.56,7.56
22,Coastal Carolina,2019,5,7,5.53,30.3,6.05,30.5,0.407,0.466,0.793,0.706,0.0,0.0,6.43,6.43
23,Colorado,2019,5,7,5.5,23.5,6.51,31.8,0.413,0.474,0.6,0.538,0.25,0.0,13.33,13.33
24,Colorado St.,2019,4,8,6.24,28.1,5.58,31.2,0.396,0.357,0.524,0.682,-0.92,1.0,5.53,5.53
25,Duke,2019,5,7,4.53,25.3,5.35,29.2,0.332,0.372,0.606,0.524,-0.92,1.0,9.65,9.65
26,East Carolina,2019,4,8,5.74,26.8,6.52,33.7,0.393,0.424,0.429,0.565,0.08,0.0,10.75,10.75
27,Eastern Mich.,2019,6,7,5.97,29.2,6.07,30.6,0.399,0.448,0.48,0.75,0.31,1.0,11.7,11.7
28,FIU,2019,6,7,5.59,26.5,5.7,27.2,0.38,0.393,0.542,0.6,0.23,1.0,-0.44,-0.44
29,Fla. Atlantic,2019,11,3,5.96,36.4,5.35,22.7,0.403,0.313,0.591,0.464,1.5,0.0,8.93,8.93
30,Florida,2019,11,2,6.47,33.2,4.9,15.5,0.411,0.364,0.615,0.3,0.38,0.0,1.29,1.29
31,Florida St.,2019,6,7,5.84,27.9,5.31,27.8,0.356,0.404,0.579,0.524,-0.23,0.0,5.65,5.65
32,Fresno St.,2019,4,8,6.04,30.0,5.73,30.1,0.377,0.421,0.462,0.556,0.33,1.0,4.25,4.25
33,Ga. Southern,2019,7,6,5.19,28.2,5.66,28.2,0.307,0.337,0.429,0.531,0.62,1.0,3.3,3.3
34,Georgia,2019,12,2,6.08,30.8,4.29,12.6,0.412,0.316,0.6,0.261,0.21,0.0,8.83,8.83
35,Georgia St.,2019,7,6,5.83,31.2,6.68,36.2,0.456,0.453,0.481,0.542,0.08,0.0,9.53,9.53
36,Georgia Tech,2019,3,9,4.79,16.7,5.83,32.4,0.301,0.452,0.471,0.684,-0.33,0.0,11.43,11.43
37,Hawaii,2019,10,5,6.69,33.9,6.29,31.9,0.473,0.412,0.606,0.462,-0.73,0.0,13.75,13.75
38,Houston,2019,4,8,6.02,30.7,6.81,34.0,0.348,0.399,0.706,0.565,-0.58,0.0,7.21,7.21
39,Illinois,2019,6,7,5.0,26.7,5.6,26.2,0.354,0.372,0.333,0.636,0.77,0.0,8.56,8.56
40,Indiana,2019,8,5,5.99,31.8,5.37,24.4,0.469,0.352,0.444,0.522,0.15,0.0,9.14,9.14
41,Iowa,2019,10,3,5.52,25.8,4.8,14.0,0.407,0.379,0.714,0.308,0.69,0.0,6.64,6.64
42,Iowa St.,2019,7,6,6.45,32.2,5.36,25.9,0.381,0.414,0.429,0.533,-0.23,1.0,6.19,6.19
43,Kansas,2019,3,9,5.86,23.5,6.15,36.1,0.392,0.523,0.35,0.5,-1.0,0.0,15.22,15.22
44,Kansas St.,2019,8,5,5.55,29.6,6.17,21.4,0.431,0.28,0.6,0.412,0.08,0.0,12.6,12.6
45,Kent St.,2019,7,6,5.83,29.2,6.32,31.8,0.439,0.454,0.667,0.696,0.46,0.0,2.6,2.6
46,Kentucky,2019,8,5,6.15,27.2,5.3,19.3,0.389,0.392,0.519,0.353,-0.08,0.0,8.64,8.64
47,La.-Monroe,2019,5,7,6.37,31.6,6.71,38.7,0.4,0.424,0.571,0.524,0.0,1.0,9.0,9.0
48,Liberty,2019,8,5,6.44,32.8,5.74,28.1,0.407,0.423,0.313,0.458,0.15,0.0,8.2,8.2
49,Louisiana,2019,11,3,7.01,37.9,5.45,19.7,0.476,0.362,0.529,0.407,0.36,0.0,7.58,7.58
50,Louisiana Tech,2019,10,3,6.09,32.5,5.22,21.8,0.414,0.349,0.375,0.484,0.54,1.0,9.14,9.14
51,Louisville,2019,8,5,6.68,33.1,6.33,33.4,0.431,0.379,0.609,0.435,-0.08,0.0,4.89,4.89
52,LSU,2019,15,0,7.89,48.4,5.11,21.9,0.497,0.296,0.667,0.484,0.67,0.0,13.0,13.0
53,Marshall,2019,8,5,5.77,25.8,5.54,25.0,0.385,0.391,0.429,0.421,-0.15,0.0,6.16,6.16
54,Maryland,2019,3,9,5.37,25.3,5.95,34.7,0.321,0.433,0.308,0.444,-0.42,1.0,4.0,4.0
55,Massachusetts,2019,1,11,4.28,19.8,7.77,52.7,0.346,0.514,0.379,0.611,0.08,0.0,11.93,11.93
56,Memphis,2019,12,2,6.85,40.4,5.37,26.4,0.461,0.395,0.583,0.484,-0.07,0.0,6.69,6.69
57,Miami,2019,6,7,5.66,25.7,4.74,20.2,0.272,0.371,0.52,0.706,0.23,0.0,5.5,5.5
58,Miami,2019,8,6,4.97,24.1,5.27,28.1,0.333,0.404,0.353,0.517,0.14,0.0,11.65,11.65
59,Michigan,2019,9,4,5.77,31.7,4.72,20.7,0.391,0.324,0.545,0.591,0.0,1.0,7.05,7.05
60,Michigan St.,2019,7,6,5.19,22.4,4.96,22.5,0.365,0.348,0.619,0.476,-0.15,0.0,9.24,9.24
61,Middle Tenn.,2019,4,8,6.36,26.3,6.21,29.9,0.351,0.436,0.529,0.586,0.25,0.0,6.81,6.81
62,Minnesota,2019,11,2,6.36,34.1,5.06,22.5,0.484,0.376,0.65,0.556,0.31,1.0,0.17,0.17
63,Mississippi St.,2019,6,7,6.16,27.6,6.3,28.8,0.389,0.387,0.389,0.529,0.08,1.0,8.89,8.89
64,Missouri,2019,6,6,5.27,25.3,4.86,19.4,0.365,0.331,0.538,0.357,0.08,0.0,9.83,9.83
65,Navy,2019,11,2,6.76,37.2,5.26,22.3,0.462,0.327,0.765,0.538,0.46,2.0,8.67,8.67
66,NC State,2019,4,8,5.18,22.1,5.59,30.1,0.355,0.41,0.483,0.75,-1.08,0.0,6.83,6.83
67,Nebraska,2019,5,7,5.76,28.0,5.61,27.8,0.412,0.401,0.435,0.438,0.0,2.0,2.27,2.27
68,Nevada,2019,7,6,5.02,21.3,6.07,31.9,0.371,0.351,0.583,0.6,-0.38,1.0,7.16,7.16
69,New Mexico,2019,2,10,5.77,22.3,6.71,37.2,0.367,0.422,0.375,0.667,-1.25,0.0,7.28,7.28
70,New Mexico St.,2019,2,10,5.21,21.7,6.58,41.0,0.322,0.451,0.615,0.727,-1.25,1.0,9.48,9.48
71,North Carolina,2019,7,6,6.43,33.1,5.43,23.7,0.414,0.372,0.652,0.5,0.62,0.0,8.69,8.69
72,North Texas,2019,4,8,5.91,30.6,5.73,32.5,0.37,0.418,0.563,0.5,-0.5,2.0,10.62,10.62
73,Northern Ill.,2019,5,7,5.22,22.8,6.08,28.2,0.322,0.34,0.522,0.444,-0.5,0.0,6.47,6.47
74,Northwestern,2019,3,9,4.23,16.3,5.06,23.6,0.358,0.406,0.393,0.385,-0.83,0.0,2.82,2.82
75,Notre Dame,2019,11,2,6.33,36.8,4.68,17.9,0.402,0.323,0.68,0.455,1.31,0.0,3.89,3.89
76,Ohio,2019,7,6,6.68,34.3,5.95,26.5,0.494,0.395,0.556,0.579,-0.31,0.0,6.13,6.13
77,Ohio St.,2019,13,1,6.94,46.9,4.13,13.7,0.552,0.291,0.615,0.35,0.64,0.0,3.0,3.0
78,Oklahoma,2019,12,2,7.96,42.1,5.63,27.3,0.497,0.322,0.667,0.417,-0.57,0.0,9.2,9.2
